Date,Pair,Side,Price,Executed,Fee,Total
2024-02-16 05:38:12,BTCUSDC,SELL,52190.00000000,0.00637000,0 BNB,332.45030000 USDC
2024-02-14 08:58:02,BTCUSDC,SELL,50350.60000000,0.00004000,0 BNB,2.01402400 USDC
2024-02-14 08:58:02,BTCUSDC,SELL,50359.90000000,0.00004000,0 BNB,2.01439600 USDC
2024-02-14 08:58:02,BTCUSDC,SELL,50350.60000000,0.00004000,0 BNB,2.01402400 USDC
2024-02-14 08:58:02,BTCUSDC,SELL,50350.60000000,0.00004000,0 BNB,2.01402400 USDC
2024-02-14 08:58:02,BTCUSDC,SELL,50338.60000000,0.00003000,0 BNB,1.51015800 USDC
2024-02-13 01:36:52,BTCUSDC,SELL,50338.60000000,0.00003000,0 BNB,1.51015800 USDC
2024-02-13 01:36:52,BTCUSDC,SELL,50327.50000000,0.00004000,0 BNB,2.01310000 USDC
2024-02-13 01:36:30,BTCUSDC,SELL,50279.50000000,0.00004000,0 BNB,2.01118000 USDC
2024-02-13 01:36:30,BTCUSDC,SELL,50279.40000000,0.00004000,0 BNB,2.01117600 USDC
2024-02-13 01:36:27,BTCUSDC,SELL,50250.30000000,0.00004000,0 BNB,2.01001200 USDC
2024-02-13 01:36:27,BTCUSDC,SELL,50250.20000000,0.00005000,0 BNB,2.51251000 USDC
2024-02-13 01:36:21,BTCUSDC,SELL,50225.70000000,0.00004000,0 BNB,2.00902800 USDC
2024-02-13 01:36:15,BTCUSDC,SELL,50209.20000000,0.00004000,0 BNB,2.00836800 USDC
2024-02-13 00:29:52,BTCUSDC,SELL,50150.00000000,0.00008000,0 BNB,4.01200000 USDC
2024-02-13 00:29:45,BTCUSDC,SELL,50145.50000000,0.00004000,0 BNB,2.00582000 USDC
2024-02-13 00:29:43,BTCUSDC,SELL,50144.40000000,0.00004000,0 BNB,2.00577600 USDC
2024-02-13 00:29:41,BTCUSDC,SELL,50139.50000000,0.00004000,0 BNB,2.00558000 USDC
2024-02-13 00:29:41,BTCUSDC,SELL,50139.50000000,0.00006000,0 BNB,3.00837000 USDC
2024-02-13 00:29:33,BTCUSDC,SELL,50129.90000000,0.00004000,0 BNB,2.00519600 USDC
2024-02-13 00:29:29,BTCUSDC,SELL,50117.70000000,0.00004000,0 BNB,2.00470800 USDC
2024-02-13 00:29:27,BTCUSDC,SELL,50116.80000000,0.00004000,0 BNB,2.00467200 USDC
2024-02-13 00:29:23,BTCUSDC,SELL,50110.70000000,0.00004000,0 BNB,2.00442800 USDC
2024-02-12 22:34:45,BTCUSDC,BUY,49989.51000000,0.00004000,0 BNB,1.99958040 USDC
2024-02-12 22:33:41,BTCUSDC,BUY,49960.86000000,0.00004000,0 BNB,1.99843440 USDC
2024-02-12 22:32:36,BTCUSDC,BUY,49966.86000000,0.00004000,0 BNB,1.99867440 USDC
2024-02-12 22:12:54,BTCUSDC,BUY,49995.48000000,0.00004000,0 BNB,1.99981920 USDC
2024-02-12 21:56:24,BTCUSDC,BUY,49994.38000000,0.00004000,0 BNB,1.99977520 USDC
2024-02-12 21:54:31,BTCUSDC,BUY,49980.00000000,0.00004000,0 BNB,1.99920000 USDC
2024-02-12 21:51:59,BTCUSDC,BUY,49989.49000000,0.00006000,0 BNB,2.99936940 USDC
2024-02-12 21:50:06,BTCUSDC,BUY,50000.00000000,0.00008000,0 BNB,4.00000000 USDC
2024-02-12 21:49:01,BTCUSDC,BUY,49967.84000000,0.00004000,0 BNB,1.99871360 USDC
2024-02-12 21:47:57,BTCUSDC,BUY,50059.06000000,0.00004000,0 BNB,2.00236240 USDC
2024-02-12 21:37:14,BTCUSDC,BUY,50129.03000000,0.00004000,0 BNB,2.00516120 USDC
2024-02-12 21:35:31,BTCUSDC,BUY,50075.47000000,0.00004000,0 BNB,2.00301880 USDC
2024-02-12 21:33:09,BTCUSDC,BUY,50129.08000000,0.00004000,0 BNB,2.00516320 USDC
2024-02-12 21:27:25,BTCUSDC,BUY,50209.24000000,0.00004000,0 BNB,2.00836960 USDC
2024-02-12 21:20:25,BTCUSDC,BUY,50177.00000000,0.00004000,0 BNB,2.00708000 USDC
2024-02-12 21:16:47,BTCUSDC,BUY,50200.00000000,0.00004000,0 BNB,2.00800000 USDC
2024-02-12 21:15:43,BTCUSDC,BUY,50200.00000000,0.00004000,0 BNB,2.00800000 USDC
2024-02-12 21:14:39,BTCUSDC,BUY,50200.00000000,0.00004000,0 BNB,2.00800000 USDC
2024-02-12 21:09:44,BTCUSDC,BUY,50100.00000000,0.00004000,0 BNB,2.00400000 USDC
2024-02-12 21:08:00,BTCUSDC,BUY,50188.04000000,0.00006000,0 BNB,3.01128240 USDC
2024-02-12 20:56:00,BTCUSDC,BUY,50099.92000000,0.00005000,0 BNB,2.50499600 USDC
2024-02-12 20:56:00,BTCUSDC,BUY,50098.00000000,0.00003000,0 BNB,1.50294000 USDC
2024-02-12 20:47:42,BTCUSDC,SELL,50049.70000000,0.00004000,0 BNB,2.00198800 USDC
2024-02-12 20:47:42,BTCUSDC,SELL,50049.60000000,0.00004000,0 BNB,2.00198400 USDC
2024-02-12 20:45:16,BTCUSDC,SELL,50011.00000000,0.00004000,0 BNB,2.00044000 USDC
2024-02-12 20:41:56,BTCUSDC,SELL,49986.40000000,0.00008000,0 BNB,3.99891200 USDC
2024-02-12 20:36:14,BTCUSDC,BUY,49861.40000000,0.00004000,0 BNB,1.99445600 USDC
2024-02-12 20:22:53,BTCUSDC,BUY,49899.95000000,0.00004000,0 BNB,1.99599800 USDC
2024-02-12 20:21:49,BTCUSDC,BUY,49900.00000000,0.00004000,0 BNB,1.99600000 USDC
2024-02-12 20:16:44,BTCUSDC,SELL,49928.10000000,0.00006000,0 BNB,2.99568600 USDC
2024-02-12 20:16:43,BTCUSDC,SELL,49927.90000000,0.00004000,0 BNB,1.99711600 USDC
2024-02-12 20:16:42,BTCUSDC,SELL,49927.60000000,0.00004000,0 BNB,1.99710400 USDC
2024-02-12 20:16:09,BTCUSDC,SELL,49894.50000000,0.00004000,0 BNB,1.99578000 USDC
2024-02-12 20:11:24,BTCUSDC,SELL,49859.10000000,0.00004000,0 BNB,1.99436400 USDC
2024-02-12 20:07:43,BTCUSDC,SELL,49834.00000000,0.00004000,0 BNB,1.99336000 USDC
2024-02-12 20:05:28,BTCUSDC,SELL,49787.20000000,0.00004000,0 BNB,1.99148800 USDC
2024-02-12 20:03:36,BTCUSDC,SELL,49753.60000000,0.00004000,0 BNB,1.99014400 USDC
2024-02-12 19:59:25,BTCUSDC,BUY,49604.76000000,0.00004000,0 BNB,1.98419040 USDC
2024-02-12 19:56:15,BTCUSDC,BUY,49684.97000000,0.00004000,0 BNB,1.98739880 USDC
2024-02-12 19:55:10,BTCUSDC,BUY,49638.30000000,0.00004000,0 BNB,1.98553200 USDC
2024-02-12 19:50:15,BTCUSDC,BUY,49709.98000000,0.00004000,0 BNB,1.98839920 USDC
2024-02-12 19:44:02,BTCUSDC,BUY,49745.27000000,0.00004000,0 BNB,1.98981080 USDC
2024-02-12 19:39:25,BTCUSDC,BUY,49778.29000000,0.00004000,0 BNB,1.99113160 USDC
2024-02-12 19:38:20,BTCUSDC,BUY,49778.54000000,0.00004000,0 BNB,1.99114160 USDC
2024-02-12 19:37:16,BTCUSDC,BUY,49778.73000000,0.00006000,0 BNB,2.98672380 USDC
2024-02-12 19:35:11,BTCUSDC,BUY,49836.93000000,0.00008000,0 BNB,3.98695440 USDC
2024-02-12 17:18:59,BTCUSDC,SELL,49999.60000000,0.00100000,0 BNB,49.99960000 USDC
2024-02-12 17:17:35,BTCUSDC,SELL,49985.90000000,0.00028000,0 BNB,13.99605200 USDC
2024-02-12 17:17:35,BTCUSDC,SELL,49985.90000000,0.00076000,0 BNB,37.98928400 USDC
2024-02-12 17:17:30,BTCUSDC,SELL,49952.10000000,0.00014000,0 BNB,6.99329400 USDC
2024-02-12 17:17:29,BTCUSDC,SELL,49931.20000000,0.00050000,0 BNB,24.96560000 USDC
2024-02-12 17:15:24,BTCUSDC,SELL,49887.10000000,0.00034000,0 BNB,16.96161400 USDC
2024-02-12 17:15:06,BTCUSDC,SELL,49868.30000000,0.00026000,0 BNB,12.96575800 USDC
2024-02-12 17:10:52,BTCUSDC,SELL,49767.00000000,0.00003000,0 BNB,1.49301000 USDC
2024-02-12 17:10:41,BTCUSDC,SELL,49767.00000000,0.00013000,0 BNB,6.46971000 USDC
2024-02-12 17:10:11,BTCUSDC,SELL,49758.80000000,0.00016000,0 BNB,7.96140800 USDC
2024-02-12 17:07:18,BTCUSDC,SELL,49748.80000000,0.00016000,0 BNB,7.95980800 USDC
2024-02-12 17:07:18,BTCUSDC,SELL,49748.60000000,0.00016000,0 BNB,7.95977600 USDC
2024-02-12 17:07:10,BTCUSDC,SELL,49728.70000000,0.00083000,0 BNB,41.27482100 USDC
2024-02-12 17:04:07,BTCUSDC,SELL,49695.40000000,0.00020000,0 BNB,9.93908000 USDC
2024-02-12 17:04:02,BTCUSDC,SELL,49688.50000000,0.00016000,0 BNB,7.95016000 USDC
2024-02-12 16:57:26,BTCUSDC,BUY,49579.98000000,0.00083000,0 BNB,41.15138340 USDC
2024-02-12 16:57:26,BTCUSDC,BUY,49570.00000000,0.00050000,0 BNB,24.78500000 USDC
2024-02-12 16:53:57,BTCUSDC,BUY,49600.00000000,0.00016000,0 BNB,7.93600000 USDC
2024-02-12 16:51:36,BTCUSDC,BUY,49618.14000000,0.00016000,0 BNB,7.93890240 USDC
2024-02-12 16:50:32,BTCUSDC,BUY,49610.00000000,0.00016000,0 BNB,7.93760000 USDC
2024-02-12 16:49:27,BTCUSDC,BUY,49539.86000000,0.00016000,0 BNB,7.92637760 USDC
2024-02-12 16:47:45,BTCUSDC,BUY,49599.83000000,0.00016000,0 BNB,7.93597280 USDC
2024-02-12 16:46:40,BTCUSDC,BUY,49546.79000000,0.00020000,0 BNB,9.90935800 USDC
2024-02-12 16:14:47,BTCUSDC,BUY,49719.13000000,0.00026000,0 BNB,12.92697380 USDC
2024-02-12 16:13:04,BTCUSDC,BUY,49737.85000000,0.00034000,0 BNB,16.91086900 USDC
2024-02-12 16:11:59,BTCUSDC,BUY,49781.44000000,0.00030000,0 BNB,14.93443200 USDC
2024-02-12 16:11:59,BTCUSDC,BUY,49802.73000000,0.00014000,0 BNB,6.97238220 USDC
2024-02-12 16:07:03,BTCUSDC,BUY,49836.36000000,0.00028000,0 BNB,13.95418080 USDC
2024-02-12 16:07:03,BTCUSDC,BUY,49825.08000000,0.00030000,0 BNB,14.94752400 USDC
2024-02-12 16:05:59,BTCUSDC,BUY,49836.36000000,0.00076000,0 BNB,37.87563360 USDC
2024-02-12 16:04:55,BTCUSDC,BUY,49850.00000000,0.00100000,0 BNB,49.85000000 USDC
2024-02-12 16:04:14,BTCUSDC,SELL,49849.10000000,0.00135000,0 BNB,67.29628500 USDC
2024-02-12 16:03:51,BTCUSDC,BUY,49780.00000000,0.00050000,0 BNB,24.89000000 USDC
2024-02-12 16:03:51,BTCUSDC,BUY,49781.82000000,0.00050000,0 BNB,24.89091000 USDC
2024-02-12 16:02:36,BTCUSDC,BUY,49700.00000000,0.00135000,0 BNB,67.09500000 USDC
2024-02-12 00:30:50,BTCUSDC,SELL,48635.40000000,0.00008000,0 BNB,3.89083200 USDC
2024-02-12 00:28:09,BTCUSDC,SELL,48545.20000000,0.00006000,0 BNB,2.91271200 USDC
2024-02-12 00:27:44,BTCUSDC,SELL,48525.10000000,0.00004000,0 BNB,1.94100400 USDC
2024-02-12 00:27:39,BTCUSDC,SELL,48515.10000000,0.00004000,0 BNB,1.94060400 USDC
2024-02-12 00:27:39,BTCUSDC,SELL,48515.10000000,0.00004000,0 BNB,1.94060400 USDC
2024-02-12 00:27:39,BTCUSDC,SELL,48502.80000000,0.00004000,0 BNB,1.94011200 USDC
2024-02-12 00:27:39,BTCUSDC,SELL,48505.70000000,0.00004000,0 BNB,1.94022800 USDC
2024-02-12 00:27:34,BTCUSDC,SELL,48498.60000000,0.00004000,0 BNB,1.93994400 USDC
2024-02-12 00:26:55,BTCUSDC,SELL,48494.90000000,0.00004000,0 BNB,1.93979600 USDC
2024-02-12 00:24:28,BTCUSDC,SELL,48422.80000000,0.00006000,0 BNB,2.90536800 USDC
2024-02-12 00:24:28,BTCUSDC,SELL,48421.70000000,0.00004000,0 BNB,1.93686800 USDC
2024-02-12 00:23:43,BTCUSDC,SELL,48380.30000000,0.00004000,0 BNB,1.93521200 USDC
2024-02-12 00:22:08,BTCUSDC,SELL,48361.90000000,0.00317000,0 BNB,153.30722300 USDC
2024-02-12 00:22:08,BTCUSDC,SELL,48344.60000000,0.00463000,0 BNB,223.83549800 USDC
2024-02-12 00:05:35,BTCUSDC,SELL,48292.30000000,0.00015000,0 BNB,7.24384500 USDC
2024-02-12 00:00:15,BTCUSDC,SELL,48292.30000000,0.00040000,0 BNB,19.31692000 USDC
2024-02-12 00:00:14,BTCUSDC,SELL,48292.30000000,0.00040000,0 BNB,19.31692000 USDC
2024-02-12 00:00:03,BTCUSDC,SELL,48292.30000000,0.00021000,0 BNB,10.14138300 USDC
2024-02-12 00:00:03,BTCUSDC,SELL,48292.30000000,0.00182000,0 BNB,87.89198600 USDC
2024-02-12 00:00:00,BTCUSDC,SELL,48292.20000000,0.00037000,0 BNB,17.86811400 USDC
2024-02-12 00:00:00,BTCUSDC,SELL,48292.30000000,0.00026000,0 BNB,12.55599800 USDC
2024-02-12 00:00:00,BTCUSDC,SELL,48292.10000000,0.00050000,0 BNB,24.14605000 USDC
2024-02-12 00:00:00,BTCUSDC,SELL,48292.20000000,0.00156000,0 BNB,75.33583200 USDC
2024-02-11 23:59:49,BTCUSDC,SELL,48267.50000000,0.00027000,0 BNB,13.03222500 USDC
2024-02-11 23:58:43,BTCUSDC,SELL,48253.20000000,0.00067000,0 BNB,32.32964400 USDC
2024-02-11 23:58:43,BTCUSDC,SELL,48253.50000000,0.00029000,0 BNB,13.99351500 USDC
2024-02-11 23:58:43,BTCUSDC,SELL,48253.40000000,0.00029000,0 BNB,13.99348600 USDC
2024-02-11 23:58:43,BTCUSDC,SELL,48253.40000000,0.00087000,0 BNB,41.98045800 USDC
2024-02-11 23:58:34,BTCUSDC,SELL,48220.20000000,0.00277000,0 BNB,133.56995400 USDC
2024-02-11 23:11:18,BTCUSDC,BUY,48076.00000000,0.00277000,0 BNB,133.17052000 USDC
2024-02-11 22:51:33,BTCUSDC,BUY,48217.26000000,0.00317000,0 BNB,152.84871420 USDC
2024-02-11 22:51:33,BTCUSDC,BUY,48205.00000000,0.00025000,0 BNB,12.05125000 USDC
2024-02-11 22:51:33,BTCUSDC,BUY,48210.00000000,0.00025000,0 BNB,12.05250000 USDC
2024-02-11 22:47:45,BTCUSDC,BUY,48200.00000000,0.00463000,0 BNB,223.16600000 USDC
2024-02-11 22:47:45,BTCUSDC,BUY,48200.00000000,0.00025000,0 BNB,12.05000000 USDC
2024-02-11 22:25:10,BTCUSDC,SELL,48225.20000000,0.00369000,0 BNB,177.95098800 USDC
2024-02-11 22:25:05,BTCUSDC,SELL,48211.20000000,0.00029000,0 BNB,13.98124800 USDC
2024-02-11 21:33:17,BTCUSDC,BUY,48080.92000000,0.00369000,0 BNB,177.41859480 USDC
2024-02-11 21:30:46,BTCUSDC,BUY,48067.02000000,0.00029000,0 BNB,13.93943580 USDC
2024-02-11 21:29:42,BTCUSDC,BUY,48109.09000000,0.00029000,0 BNB,13.95163610 USDC
2024-02-11 21:27:49,BTCUSDC,BUY,48109.16000000,0.00002000,0 BNB,0.96218320 USDC
2024-02-11 21:27:49,BTCUSDC,BUY,48123.14000000,0.00027000,0 BNB,12.99324780 USDC
2024-02-11 21:24:39,BTCUSDC,BUY,48109.16000000,0.00029000,0 BNB,13.95165640 USDC
2024-02-11 21:19:34,BTCUSDC,BUY,48147.72000000,0.00037000,0 BNB,17.81465640 USDC
2024-02-11 21:17:40,BTCUSDC,BUY,48147.70000000,0.00050000,0 BNB,24.07385000 USDC
2024-02-11 20:58:17,BTCUSDC,BUY,48108.92000000,0.00067000,0 BNB,32.23297640 USDC
2024-02-11 20:56:24,BTCUSDC,BUY,48109.11000000,0.00087000,0 BNB,41.85492570 USDC
2024-02-11 20:53:04,BTCUSDC,BUY,48147.81000000,0.00116000,0 BNB,55.85145960 USDC
2024-02-11 20:52:00,BTCUSDC,BUY,48147.77000000,0.00156000,0 BNB,75.11052120 USDC
2024-02-11 20:50:56,BTCUSDC,BUY,48147.83000000,0.00208000,0 BNB,100.14748640 USDC
2024-02-11 20:49:02,BTCUSDC,BUY,48150.73000000,0.00156000,0 BNB,75.11513880 USDC
2024-02-11 20:39:54,BTCUSDC,BUY,48193.44000000,0.00207000,0 BNB,99.76042080 USDC
2024-02-11 20:27:49,BTCUSDC,BUY,48353.51000000,0.00004000,0 BNB,1.93414040 USDC
2024-02-11 20:18:02,BTCUSDC,BUY,48276.91000000,0.00004000,0 BNB,1.93107640 USDC
2024-02-11 19:35:52,BTCUSDC,BUY,48349.90000000,0.00004000,0 BNB,1.93399600 USDC
2024-02-11 18:50:29,BTCUSDC,SELL,48337.80000000,0.00004000,0 BNB,1.93351200 USDC
2024-02-11 18:50:29,BTCUSDC,SELL,48344.60000000,0.00004000,0 BNB,1.93378400 USDC
2024-02-11 18:50:27,BTCUSDC,SELL,48326.60000000,0.00004000,0 BNB,1.93306400 USDC
2024-02-11 18:49:40,BTCUSDC,SELL,48264.40000000,0.00004000,0 BNB,1.93057600 USDC
2024-02-11 18:49:32,BTCUSDC,SELL,48253.50000000,0.00004000,0 BNB,1.93014000 USDC
2024-02-11 18:49:30,BTCUSDC,SELL,48229.30000000,0.00004000,0 BNB,1.92917200 USDC
2024-02-11 18:49:30,BTCUSDC,SELL,48229.20000000,0.00004000,0 BNB,1.92916800 USDC
2024-02-11 18:35:40,BTCUSDC,BUY,48084.97000000,0.00004000,0 BNB,1.92339880 USDC
2024-02-11 18:34:36,BTCUSDC,BUY,48085.00000000,0.00004000,0 BNB,1.92340000 USDC
2024-02-11 18:33:32,BTCUSDC,BUY,48109.16000000,0.00004000,0 BNB,1.92436640 USDC
2024-02-11 18:32:26,BTCUSDC,BUY,48120.00000000,0.00004000,0 BNB,1.92480000 USDC
2024-02-11 18:27:29,BTCUSDC,BUY,48193.24000000,0.00004000,0 BNB,1.92772960 USDC
2024-02-11 18:25:07,BTCUSDC,BUY,48182.04000000,0.00004000,0 BNB,1.92728160 USDC
2024-02-11 18:24:03,BTCUSDC,BUY,48199.98000000,0.00004000,0 BNB,1.92799920 USDC
2024-02-11 18:22:58,BTCUSDC,BUY,48235.57000000,0.00004000,0 BNB,1.92942280 USDC
2024-02-11 18:20:53,BTCUSDC,BUY,48277.95000000,0.00006000,0 BNB,2.89667700 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48407.90000000,0.00004000,0 BNB,1.93631600 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48465.30000000,0.00008000,0 BNB,3.87722400 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48421.60000000,0.00004000,0 BNB,1.93686400 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48452.90000000,0.00004000,0 BNB,1.93811600 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48443.20000000,0.00006000,0 BNB,2.90659200 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48446.20000000,0.00004000,0 BNB,1.93784800 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48459.00000000,0.00004000,0 BNB,1.93836000 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48454.90000000,0.00004000,0 BNB,1.93819600 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48480.30000000,0.00004000,0 BNB,1.93921200 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48422.70000000,0.00004000,0 BNB,1.93690800 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48477.70000000,0.00004000,0 BNB,1.93910800 USDC
2024-02-11 11:52:32,BTCUSDC,SELL,48422.90000000,0.00004000,0 BNB,1.93691600 USDC
2024-02-11 11:52:24,BTCUSDC,SELL,48395.60000000,0.00004000,0 BNB,1.93582400 USDC
2024-02-11 11:29:22,BTCUSDC,SELL,48380.40000000,0.00015000,0 BNB,7.25706000 USDC
2024-02-11 11:28:45,BTCUSDC,SELL,48372.10000000,0.00004000,0 BNB,1.93488400 USDC
2024-02-11 11:28:42,BTCUSDC,SELL,48366.80000000,0.00004000,0 BNB,1.93467200 USDC
2024-02-11 11:27:53,BTCUSDC,SELL,48326.40000000,0.00015000,0 BNB,7.24896000 USDC
2024-02-11 07:41:04,BTCUSDC,BUY,48181.83000000,0.00015000,0 BNB,7.22727450 USDC
2024-02-11 07:34:42,BTCUSDC,BUY,48235.65000000,0.00015000,0 BNB,7.23534750 USDC
2024-02-11 07:33:38,BTCUSDC,BUY,48222.16000000,0.00004000,0 BNB,1.92888640 USDC
2024-02-11 07:32:33,BTCUSDC,BUY,48276.79000000,0.00004000,0 BNB,1.93107160 USDC
2024-02-11 07:22:40,BTCUSDC,SELL,48355.40000000,0.00004000,0 BNB,1.93421600 USDC
2024-02-11 07:22:39,BTCUSDC,SELL,48354.80000000,0.00004000,0 BNB,1.93419200 USDC
2024-02-11 07:09:21,BTCUSDC,SELL,48335.80000000,0.00004000,0 BNB,1.93343200 USDC
2024-02-11 07:09:18,BTCUSDC,SELL,48323.70000000,0.00004000,0 BNB,1.93294800 USDC
2024-02-11 06:41:24,BTCUSDC,BUY,48191.23000000,0.00004000,0 BNB,1.92764920 USDC
2024-02-11 06:39:31,BTCUSDC,BUY,48227.40000000,0.00004000,0 BNB,1.92909600 USDC
2024-02-11 06:38:26,BTCUSDC,BUY,48179.16000000,0.00004000,0 BNB,1.92716640 USDC
2024-02-11 06:37:21,BTCUSDC,BUY,48210.78000000,0.00004000,0 BNB,1.92843120 USDC
2024-02-11 06:26:57,BTCUSDC,BUY,48210.12000000,0.00004000,0 BNB,1.92840480 USDC
2024-02-11 06:25:14,BTCUSDC,BUY,48277.89000000,0.00004000,0 BNB,1.93111560 USDC
2024-02-11 06:24:09,BTCUSDC,BUY,48278.03000000,0.00004000,0 BNB,1.93112120 USDC
2024-02-11 05:46:46,BTCUSDC,BUY,48250.86000000,0.00004000,0 BNB,1.93003440 USDC
2024-02-11 05:45:41,BTCUSDC,BUY,48263.11000000,0.00004000,0 BNB,1.93052440 USDC
2024-02-11 05:42:41,BTCUSDC,BUY,48298.34000000,0.00006000,0 BNB,2.89790040 USDC
2024-02-11 05:39:30,BTCUSDC,BUY,48320.37000000,0.00008000,0 BNB,3.86562960 USDC
2024-02-11 05:33:17,BTCUSDC,BUY,48307.96000000,0.00004000,0 BNB,1.93231840 USDC
2024-02-11 05:18:44,BTCUSDC,BUY,48332.74000000,0.00004000,0 BNB,1.93330960 USDC
2024-02-11 05:16:12,BTCUSDC,BUY,48309.99000000,0.00004000,0 BNB,1.93239960 USDC
2024-02-11 05:03:43,BTCUSDC,BUY,48301.34000000,0.00004000,0 BNB,1.93205360 USDC
2024-02-11 04:59:34,BTCUSDC,BUY,48335.26000000,0.00004000,0 BNB,1.93341040 USDC
2024-02-11 04:56:23,BTCUSDC,BUY,48360.57000000,0.00004000,0 BNB,1.93442280 USDC
2024-02-11 04:35:11,BTCUSDC,BUY,48314.10000000,0.00004000,0 BNB,1.93256400 USDC
2024-02-11 04:34:06,BTCUSDC,BUY,48357.68000000,0.00004000,0 BNB,1.93430720 USDC
2024-02-11 04:17:17,BTCUSDC,BUY,48370.00000000,0.00004000,0 BNB,1.93480000 USDC
2024-02-11 04:11:44,BTCUSDC,BUY,48370.00000000,0.00004000,0 BNB,1.93480000 USDC
2024-02-11 04:09:22,BTCUSDC,BUY,48380.00000000,0.00004000,0 BNB,1.93520000 USDC
2024-02-11 04:03:09,BTCUSDC,BUY,48400.00000000,0.00006000,0 BNB,2.90400000 USDC
2024-02-11 04:02:05,BTCUSDC,BUY,48489.96000000,0.00008000,0 BNB,3.87919680 USDC
2024-02-11 03:59:07,BTCUSDC,SELL,48437.80000000,0.00006000,0 BNB,2.90626800 USDC
2024-02-11 03:37:36,BTCUSDC,SELL,48349.70000000,0.00004000,0 BNB,1.93398800 USDC
2024-02-11 03:37:36,BTCUSDC,SELL,48288.00000000,0.00006000,0 BNB,2.89728000 USDC
2024-02-11 03:37:33,BTCUSDC,SELL,48281.60000000,0.00004000,0 BNB,1.93126400 USDC
2024-02-11 03:36:35,BTCUSDC,SELL,48239.50000000,0.00006000,0 BNB,2.89437000 USDC
2024-02-11 03:36:33,BTCUSDC,SELL,48202.60000000,0.00004000,0 BNB,1.92810400 USDC
2024-02-11 03:36:15,BTCUSDC,SELL,48198.40000000,0.00006000,0 BNB,2.89190400 USDC
2024-02-11 03:35:50,BTCUSDC,SELL,48190.80000000,0.00004000,0 BNB,1.92763200 USDC
2024-02-11 03:35:49,BTCUSDC,SELL,48180.30000000,0.00004000,0 BNB,1.92721200 USDC
2024-02-11 03:35:49,BTCUSDC,SELL,48169.50000000,0.00006000,0 BNB,2.89017000 USDC
2024-02-11 03:35:49,BTCUSDC,SELL,48150.80000000,0.00004000,0 BNB,1.92603200 USDC
2024-02-11 03:35:49,BTCUSDC,SELL,48130.10000000,0.00004000,0 BNB,1.92520400 USDC
2024-02-11 03:35:49,BTCUSDC,SELL,48130.20000000,0.00004000,0 BNB,1.92520800 USDC
2024-02-11 03:35:49,BTCUSDC,SELL,48130.20000000,0.00004000,0 BNB,1.92520800 USDC
2024-02-11 03:35:49,BTCUSDC,SELL,48130.10000000,0.00006000,0 BNB,2.88780600 USDC
2024-02-11 03:35:48,BTCUSDC,SELL,48120.90000000,0.00006000,0 BNB,2.88725400 USDC
2024-02-11 03:34:31,BTCUSDC,SELL,48093.80000000,0.00006000,0 BNB,2.88562800 USDC
2024-02-11 03:34:31,BTCUSDC,SELL,48093.80000000,0.00004000,0 BNB,1.92375200 USDC
2024-02-11 03:32:18,BTCUSDC,SELL,48043.70000000,0.00004000,0 BNB,1.92174800 USDC
2024-02-11 03:31:11,BTCUSDC,BUY,47900.00000000,0.00004000,0 BNB,1.91600000 USDC
2024-02-11 03:26:16,BTCUSDC,BUY,47950.00000000,0.00004000,0 BNB,1.91800000 USDC
2024-02-11 03:24:32,BTCUSDC,BUY,47950.00000000,0.00006000,0 BNB,2.87700000 USDC
2024-02-11 03:21:55,BTCUSDC,SELL,48091.30000000,0.00004000,0 BNB,1.92365200 USDC
2024-02-11 03:21:24,BTCUSDC,SELL,48086.70000000,0.00008000,0 BNB,3.84693600 USDC
2024-02-11 03:21:20,BTCUSDC,SELL,48084.60000000,0.00004000,0 BNB,1.92338400 USDC
2024-02-11 03:21:05,BTCUSDC,SELL,48073.80000000,0.00015000,0 BNB,7.21107000 USDC
2024-02-11 03:20:46,BTCUSDC,SELL,48042.60000000,0.00015000,0 BNB,7.20639000 USDC
2024-02-11 03:20:46,BTCUSDC,SELL,48042.60000000,0.00015000,0 BNB,7.20639000 USDC
2024-02-11 03:20:22,BTCUSDC,SELL,48013.60000000,0.00015000,0 BNB,7.20204000 USDC
2024-02-11 03:19:51,BTCUSDC,SELL,47995.50000000,0.00010000,0 BNB,4.79955000 USDC
2024-02-11 03:18:30,BTCUSDC,SELL,47953.40000000,0.00008000,0 BNB,3.83627200 USDC
2024-02-11 03:18:20,BTCUSDC,SELL,47941.30000000,0.00004000,0 BNB,1.91765200 USDC
2024-02-11 03:18:20,BTCUSDC,SELL,47941.30000000,0.00004000,0 BNB,1.91765200 USDC
2024-02-11 03:18:20,BTCUSDC,SELL,47941.30000000,0.00004000,0 BNB,1.91765200 USDC
