Date,Pair,Side,Price,Executed,Fee,Total
2024-02-07 21:32:06,BTCUSDC,SELL,44306.70000000,0.00007000,0 BNB,3.10146900 USDC
2024-02-07 21:32:06,BTCUSDC,SELL,44300.40000000,0.00007000,0 BNB,3.10102800 USDC
2024-02-07 21:29:17,BTCUSDC,SELL,44295.00000000,0.00007000,0 BNB,3.10065000 USDC
2024-02-07 21:29:17,BTCUSDC,SELL,44298.80000000,0.00007000,0 BNB,3.10091600 USDC
2024-02-07 21:28:48,BTCUSDC,BUY,44293.08000000,0.00007000,0 BNB,3.10051560 USDC
2024-02-07 21:28:13,BTCUSDC,SELL,44273.90000000,0.00007000,0 BNB,3.09917300 USDC
2024-02-07 21:27:04,BTCUSDC,BUY,44269.91000000,0.00007000,0 BNB,3.09889370 USDC
2024-02-07 21:26:33,BTCUSDC,SELL,44265.20000000,0.00007000,0 BNB,3.09856400 USDC
2024-02-07 21:26:33,BTCUSDC,SELL,44265.50000000,0.00007000,0 BNB,3.09858500 USDC
2024-02-07 21:26:25,BTCUSDC,SELL,44259.00000000,0.00007000,0 BNB,3.09813000 USDC
2024-02-07 21:26:25,BTCUSDC,SELL,44261.10000000,0.00007000,0 BNB,3.09827700 USDC
2024-02-07 21:19:15,BTCUSDC,SELL,44216.70000000,0.00007000,0 BNB,3.09516900 USDC
2024-02-07 21:17:22,BTCUSDC,BUY,44172.52000000,0.00007000,0 BNB,3.09207640 USDC
2024-02-07 21:16:18,BTCUSDC,BUY,44214.79000000,0.00007000,0 BNB,3.09503530 USDC
2024-02-07 21:14:37,BTCUSDC,BUY,44216.87000000,0.00007000,0 BNB,3.09518090 USDC
2024-02-07 21:13:33,BTCUSDC,BUY,44221.32000000,0.00007000,0 BNB,3.09549240 USDC
2024-02-07 21:12:30,BTCUSDC,BUY,44262.48000000,0.00007000,0 BNB,3.09837360 USDC
2024-02-07 21:10:48,BTCUSDC,BUY,44254.51000000,0.00007000,0 BNB,3.09781570 USDC
2024-02-07 21:09:45,BTCUSDC,BUY,44256.12000000,0.00007000,0 BNB,3.09792840 USDC
2024-02-07 21:09:12,BTCUSDC,SELL,44251.80000000,0.00007000,0 BNB,3.09762600 USDC
2024-02-07 21:08:39,BTCUSDC,BUY,44250.79000000,0.00007000,0 BNB,3.09755530 USDC
2024-02-07 21:07:09,BTCUSDC,SELL,44217.00000000,0.00007000,0 BNB,3.09519000 USDC
2024-02-07 21:02:01,BTCUSDC,BUY,44207.56000000,0.00007000,0 BNB,3.09452920 USDC
2024-02-07 21:01:26,BTCUSDC,SELL,44205.10000000,0.00007000,0 BNB,3.09435700 USDC
2024-02-07 21:00:57,BTCUSDC,BUY,44172.87000000,0.00007000,0 BNB,3.09210090 USDC
2024-02-07 21:00:22,BTCUSDC,SELL,44168.40000000,0.00007000,0 BNB,3.09178800 USDC
2024-02-07 21:00:22,BTCUSDC,SELL,44168.50000000,0.00007000,0 BNB,3.09179500 USDC
2024-02-07 20:59:16,BTCUSDC,BUY,44124.41000000,0.00007000,0 BNB,3.08870870 USDC
2024-02-07 20:58:12,BTCUSDC,BUY,44160.92000000,0.00007000,0 BNB,3.09126440 USDC
2024-02-07 20:56:19,BTCUSDC,SELL,44143.80000000,0.00007000,0 BNB,3.09006600 USDC
2024-02-07 20:55:52,BTCUSDC,BUY,44099.69000000,0.00007000,0 BNB,3.08697830 USDC
2024-02-07 20:54:11,BTCUSDC,BUY,44124.30000000,0.00007000,0 BNB,3.08870100 USDC
2024-02-07 20:53:07,BTCUSDC,BUY,44220.96000000,0.00007000,0 BNB,3.09546720 USDC
2024-02-07 20:50:47,BTCUSDC,BUY,44229.67000000,0.00007000,0 BNB,3.09607690 USDC
2024-02-07 20:50:00,BTCUSDC,SELL,44246.80000000,0.00007000,0 BNB,3.09727600 USDC
2024-02-07 20:49:54,BTCUSDC,SELL,44207.50000000,0.00007000,0 BNB,3.09452500 USDC
2024-02-07 20:49:44,BTCUSDC,BUY,44202.64000000,0.00007000,0 BNB,3.09418480 USDC
2024-02-07 20:48:38,BTCUSDC,BUY,44163.38000000,0.00007000,0 BNB,3.09143660 USDC
2024-02-07 20:47:06,BTCUSDC,SELL,44039.00000000,0.00007000,0 BNB,3.08273000 USDC
2024-02-07 20:47:06,BTCUSDC,SELL,44041.00000000,0.00007000,0 BNB,3.08287000 USDC
2024-02-07 20:47:06,BTCUSDC,SELL,44024.00000000,0.00007000,0 BNB,3.08168000 USDC
2024-02-07 20:47:06,BTCUSDC,SELL,44037.00000000,0.00007000,0 BNB,3.08259000 USDC
2024-02-07 20:42:06,BTCUSDC,BUY,43980.00000000,0.00007000,0 BNB,3.07860000 USDC
2024-02-07 20:39:43,BTCUSDC,BUY,43993.00000000,0.00007000,0 BNB,3.07951000 USDC
2024-02-07 20:33:34,BTCUSDC,BUY,43996.99000000,0.00007000,0 BNB,3.07978930 USDC
2024-02-07 20:32:28,BTCUSDC,BUY,43995.00000000,0.00007000,0 BNB,3.07965000 USDC
2024-02-07 20:30:54,BTCUSDC,SELL,44000.00000000,0.05000000,0 BNB,"2,200.00000000 USDC"
2024-02-07 20:30:34,BTCUSDC,SELL,43945.60000000,0.00007000,0 BNB,3.07619200 USDC
2024-02-07 20:28:59,BTCUSDC,BUY,43901.69000000,0.00007000,0 BNB,3.07311830 USDC
2024-02-07 20:28:21,BTCUSDC,SELL,43871.10000000,0.00007000,0 BNB,3.07097700 USDC
2024-02-07 20:28:02,BTCUSDC,SELL,43843.80000000,0.00007000,0 BNB,3.06906600 USDC
2024-02-07 20:22:47,BTCUSDC,BUY,43827.25000000,0.00007000,0 BNB,3.06790750 USDC
2024-02-07 20:16:35,BTCUSDC,BUY,43800.00000000,0.00007000,0 BNB,3.06600000 USDC
2024-02-07 20:15:49,BTCUSDC,SELL,43686.20000000,0.00007000,0 BNB,3.05803400 USDC
2024-02-07 20:15:49,BTCUSDC,SELL,43682.10000000,0.00007000,0 BNB,3.05774700 USDC
2024-02-07 20:15:45,BTCUSDC,SELL,43660.50000000,0.00007000,0 BNB,3.05623500 USDC
2024-02-07 20:03:28,BTCUSDC,SELL,43643.50000000,0.00007000,0 BNB,3.05504500 USDC
2024-02-07 20:03:13,BTCUSDC,SELL,43636.90000000,0.00007000,0 BNB,3.05458300 USDC
2024-02-07 20:02:48,BTCUSDC,SELL,43623.60000000,0.00007000,0 BNB,3.05365200 USDC
2024-02-07 20:00:35,BTCUSDC,SELL,43596.70000000,0.00007000,0 BNB,3.05176900 USDC
2024-02-07 19:44:57,BTCUSDC,SELL,43539.10000000,0.00007000,0 BNB,3.04773700 USDC
2024-02-07 19:44:57,BTCUSDC,SELL,43538.50000000,0.00007000,0 BNB,3.04769500 USDC
2024-02-07 19:44:57,BTCUSDC,SELL,43538.50000000,0.00007000,0 BNB,3.04769500 USDC
2024-02-07 19:44:57,BTCUSDC,SELL,43543.50000000,0.00007000,0 BNB,3.04804500 USDC
2024-02-07 19:44:44,BTCUSDC,SELL,43524.30000000,0.00007000,0 BNB,3.04670100 USDC
2024-02-07 19:44:44,BTCUSDC,SELL,43530.00000000,0.00007000,0 BNB,3.04710000 USDC
2024-02-07 19:42:08,BTCUSDC,SELL,43504.20000000,0.00007000,0 BNB,3.04529400 USDC
2024-02-07 19:42:08,BTCUSDC,SELL,43519.00000000,0.00007000,0 BNB,3.04633000 USDC
2024-02-07 19:38:29,BTCUSDC,BUY,43475.51000000,0.00007000,0 BNB,3.04328570 USDC
2024-02-07 19:34:14,BTCUSDC,BUY,43460.78000000,0.00007000,0 BNB,3.04225460 USDC
2024-02-07 19:32:33,BTCUSDC,BUY,43480.86000000,0.00007000,0 BNB,3.04366020 USDC
2024-02-07 19:30:51,BTCUSDC,BUY,43486.50000000,0.00007000,0 BNB,3.04405500 USDC
2024-02-07 19:29:45,BTCUSDC,BUY,43495.00000000,0.00007000,0 BNB,3.04465000 USDC
2024-02-07 19:26:08,BTCUSDC,SELL,43519.00000000,0.00007000,0 BNB,3.04633000 USDC
2024-02-07 19:25:53,BTCUSDC,BUY,43500.00000000,0.00007000,0 BNB,3.04500000 USDC
2024-02-07 19:24:12,BTCUSDC,BUY,43475.51000000,0.00007000,0 BNB,3.04328570 USDC
2024-02-07 19:23:08,BTCUSDC,BUY,43495.02000000,0.00007000,0 BNB,3.04465140 USDC
2024-02-07 19:22:05,BTCUSDC,BUY,43495.59000000,0.00007000,0 BNB,3.04469130 USDC
2024-02-07 19:21:01,BTCUSDC,BUY,43553.19000000,0.00007000,0 BNB,3.04872330 USDC
2024-02-07 19:19:56,BTCUSDC,BUY,43593.32000000,0.00007000,0 BNB,3.05153240 USDC
2024-02-07 19:15:00,BTCUSDC,BUY,43599.91000000,0.00007000,0 BNB,3.05199370 USDC
2024-02-07 19:06:32,BTCUSDC,BUY,43579.99000000,0.00007000,0 BNB,3.05059930 USDC
2024-02-07 19:02:17,BTCUSDC,BUY,43642.55000000,0.00007000,0 BNB,3.05497850 USDC
2024-02-07 19:00:42,BTCUSDC,SELL,43639.10000000,0.00007000,0 BNB,3.05473700 USDC
2024-02-07 19:00:33,BTCUSDC,BUY,43638.44000000,0.00007000,0 BNB,3.05469080 USDC
2024-02-07 19:00:22,BTCUSDC,SELL,43633.30000000,0.00007000,0 BNB,3.05433100 USDC
2024-02-07 19:00:07,BTCUSDC,SELL,43575.60000000,0.00007000,0 BNB,3.05029200 USDC
2024-02-07 19:00:07,BTCUSDC,SELL,43623.40000000,0.00007000,0 BNB,3.05363800 USDC
2024-02-07 19:00:07,BTCUSDC,SELL,43622.60000000,0.00007000,0 BNB,3.05358200 USDC
2024-02-07 19:00:07,BTCUSDC,SELL,43611.60000000,0.00007000,0 BNB,3.05281200 USDC
2024-02-07 19:00:07,BTCUSDC,SELL,43623.60000000,0.00007000,0 BNB,3.05365200 USDC
2024-02-07 19:00:07,BTCUSDC,SELL,43623.50000000,0.00007000,0 BNB,3.05364500 USDC
2024-02-07 19:00:07,BTCUSDC,SELL,43576.10000000,0.00007000,0 BNB,3.05032700 USDC
2024-02-07 18:56:49,BTCUSDC,SELL,43565.30000000,0.00007000,0 BNB,3.04957100 USDC
2024-02-07 18:49:02,BTCUSDC,SELL,43523.50000000,0.00007000,0 BNB,3.04664500 USDC
2024-02-07 18:47:39,BTCUSDC,BUY,43480.00000000,0.00007000,0 BNB,3.04360000 USDC
2024-02-07 18:44:02,BTCUSDC,BUY,43532.11000000,0.00007000,0 BNB,3.04724770 USDC
2024-02-07 18:42:56,BTCUSDC,BUY,43532.52000000,0.00007000,0 BNB,3.04727640 USDC
2024-02-07 18:34:36,BTCUSDC,BUY,43521.75000000,0.00007000,0 BNB,3.04652250 USDC
2024-02-07 18:33:32,BTCUSDC,BUY,43568.01000000,0.00007000,0 BNB,3.04976070 USDC
2024-02-07 18:32:26,BTCUSDC,BUY,43589.67000000,0.00007000,0 BNB,3.05127690 USDC
2024-02-07 18:28:11,BTCUSDC,BUY,43579.00000000,0.00007000,0 BNB,3.05053000 USDC
2024-02-07 18:25:13,BTCUSDC,BUY,43579.81000000,0.00007000,0 BNB,3.05058670 USDC
2024-02-07 18:24:09,BTCUSDC,BUY,43579.91000000,0.00007000,0 BNB,3.05059370 USDC
2024-02-07 18:21:48,BTCUSDC,BUY,43580.00000000,0.00007000,0 BNB,3.05060000 USDC
2024-02-07 18:21:24,BTCUSDC,SELL,43568.50000000,0.00007000,0 BNB,3.04979500 USDC
2024-02-07 18:21:22,BTCUSDC,SELL,43563.90000000,0.00007000,0 BNB,3.04947300 USDC
2024-02-07 18:21:20,BTCUSDC,SELL,43555.50000000,0.00007000,0 BNB,3.04888500 USDC
2024-02-07 18:21:18,BTCUSDC,SELL,43544.90000000,0.00003000,0 BNB,1.30634700 USDC
2024-02-07 18:21:16,BTCUSDC,SELL,43543.40000000,0.00007000,0 BNB,3.04803800 USDC
2024-02-07 18:20:08,BTCUSDC,SELL,43533.60000000,0.00007000,0 BNB,3.04735200 USDC
2024-02-07 18:20:08,BTCUSDC,SELL,43529.30000000,0.00007000,0 BNB,3.04705100 USDC
2024-02-07 18:18:48,BTCUSDC,BUY,43524.98000000,0.00007000,0 BNB,3.04674860 USDC
2024-02-07 18:14:30,BTCUSDC,BUY,43499.86000000,0.00007000,0 BNB,3.04499020 USDC
2024-02-07 18:09:37,BTCUSDC,BUY,43485.82000000,0.00007000,0 BNB,3.04400740 USDC
2024-02-07 18:08:31,BTCUSDC,BUY,43490.15000000,0.00007000,0 BNB,3.04431050 USDC
2024-02-07 18:03:53,BTCUSDC,BUY,43512.00000000,0.00007000,0 BNB,3.04584000 USDC
2024-02-07 17:55:10,BTCUSDC,BUY,43501.00000000,0.00004000,0 BNB,1.74004000 USDC
2024-02-07 17:55:10,BTCUSDC,BUY,43501.42000000,0.00003000,0 BNB,1.30504260 USDC
2024-02-07 17:54:07,BTCUSDC,BUY,43490.00000000,0.00005000,0 BNB,2.17450000 USDC
2024-02-07 17:54:07,BTCUSDC,BUY,43500.00000000,0.00002000,0 BNB,0.87000000 USDC
2024-02-07 17:53:26,BTCUSDC,SELL,43473.90000000,0.00007000,0 BNB,3.04317300 USDC
2024-02-07 17:53:19,BTCUSDC,SELL,43463.40000000,0.00007000,0 BNB,3.04243800 USDC
2024-02-07 17:53:03,BTCUSDC,BUY,43420.00000000,0.00007000,0 BNB,3.03940000 USDC
2024-02-07 17:51:19,BTCUSDC,BUY,43430.50000000,0.00007000,0 BNB,3.04013500 USDC
2024-02-07 17:43:35,BTCUSDC,BUY,43520.37000000,0.00007000,0 BNB,3.04642590 USDC
2024-02-07 17:42:31,BTCUSDC,BUY,43616.84000000,0.00007000,0 BNB,3.05317880 USDC
2024-02-07 17:38:55,BTCUSDC,BUY,43595.50000000,0.00007000,0 BNB,3.05168500 USDC
2024-02-07 17:38:39,BTCUSDC,SELL,43579.30000000,0.00007000,0 BNB,3.05055100 USDC
2024-02-07 17:37:52,BTCUSDC,SELL,43538.30000000,0.00007000,0 BNB,3.04768100 USDC
2024-02-07 17:37:49,BTCUSDC,BUY,43535.74000000,0.00007000,0 BNB,3.04750180 USDC
2024-02-07 17:37:45,BTCUSDC,SELL,43527.50000000,0.00007000,0 BNB,3.04692500 USDC
2024-02-07 17:31:53,BTCUSDC,SELL,43494.80000000,0.00007000,0 BNB,3.04463600 USDC
2024-02-07 17:31:21,BTCUSDC,BUY,43494.78000000,0.00007000,0 BNB,3.04463460 USDC
2024-02-07 17:30:17,BTCUSDC,BUY,43483.99000000,0.00007000,0 BNB,3.04387930 USDC
2024-02-07 17:29:11,BTCUSDC,BUY,43451.32000000,0.00007000,0 BNB,3.04159240 USDC
2024-02-07 17:28:42,BTCUSDC,SELL,43443.40000000,0.00007000,0 BNB,3.04103800 USDC
2024-02-07 17:28:36,BTCUSDC,SELL,43406.90000000,0.00007000,0 BNB,3.03848300 USDC
2024-02-07 17:23:39,BTCUSDC,BUY,43400.00000000,0.00007000,0 BNB,3.03800000 USDC
2024-02-07 17:23:00,BTCUSDC,SELL,43372.50000000,0.00007000,0 BNB,3.03607500 USDC
2024-02-07 17:22:36,BTCUSDC,BUY,43363.56000000,0.00007000,0 BNB,3.03544920 USDC
2024-02-07 17:22:33,BTCUSDC,SELL,43361.40000000,0.00007000,0 BNB,3.03529800 USDC
2024-02-07 17:20:52,BTCUSDC,SELL,43339.40000000,0.00007000,0 BNB,3.03375800 USDC
2024-02-07 17:20:44,BTCUSDC,SELL,43339.00000000,0.00007000,0 BNB,3.03373000 USDC
2024-02-07 17:20:16,BTCUSDC,BUY,43329.20000000,0.00007000,0 BNB,3.03304400 USDC
2024-02-07 17:19:10,BTCUSDC,BUY,43318.07000000,0.00007000,0 BNB,3.03226490 USDC
2024-02-07 17:19:06,BTCUSDC,SELL,43320.30000000,0.00007000,0 BNB,3.03242100 USDC
2024-02-07 17:19:06,BTCUSDC,SELL,43320.00000000,0.00007000,0 BNB,3.03240000 USDC
2024-02-07 17:19:06,BTCUSDC,SELL,43320.20000000,0.00007000,0 BNB,3.03241400 USDC
2024-02-07 17:18:16,BTCUSDC,SELL,43273.30000000,0.00007000,0 BNB,3.02913100 USDC
2024-02-07 17:16:58,BTCUSDC,SELL,43262.40000000,0.00007000,0 BNB,3.02836800 USDC
2024-02-07 17:16:58,BTCUSDC,SELL,43216.20000000,0.00007000,0 BNB,3.02513400 USDC
2024-02-07 17:16:58,BTCUSDC,SELL,43243.20000000,0.00007000,0 BNB,3.02702400 USDC
2024-02-07 17:12:35,BTCUSDC,BUY,43173.00000000,0.00007000,0 BNB,3.02211000 USDC
2024-02-07 17:05:45,BTCUSDC,BUY,43200.00000000,0.00007000,0 BNB,3.02400000 USDC
2024-02-07 17:02:19,BTCUSDC,SELL,43246.80000000,0.00007000,0 BNB,3.02727600 USDC
2024-02-07 17:01:49,BTCUSDC,SELL,43237.80000000,0.00007000,0 BNB,3.02664600 USDC
2024-02-07 17:01:46,BTCUSDC,SELL,43237.20000000,0.00007000,0 BNB,3.02660400 USDC
2024-02-07 17:01:46,BTCUSDC,SELL,43237.20000000,0.00007000,0 BNB,3.02660400 USDC
2024-02-07 17:01:36,BTCUSDC,SELL,43229.50000000,0.00007000,0 BNB,3.02606500 USDC
2024-02-07 17:00:15,BTCUSDC,SELL,43216.40000000,0.00007000,0 BNB,3.02514800 USDC
2024-02-07 17:00:15,BTCUSDC,SELL,43216.00000000,0.00007000,0 BNB,3.02512000 USDC
2024-02-07 17:00:15,BTCUSDC,SELL,43217.30000000,0.00007000,0 BNB,3.02521100 USDC
2024-02-07 17:00:02,BTCUSDC,SELL,43206.80000000,0.00007000,0 BNB,3.02447600 USDC
2024-02-07 16:59:29,BTCUSDC,SELL,43196.90000000,0.00007000,0 BNB,3.02378300 USDC
2024-02-07 16:55:09,BTCUSDC,SELL,43162.10000000,0.00007000,0 BNB,3.02134700 USDC
2024-02-07 16:55:05,BTCUSDC,SELL,43152.10000000,0.00003000,0 BNB,1.29456300 USDC
2024-02-07 16:43:40,BTCUSDC,BUY,43109.00000000,0.00003000,0 BNB,1.29327000 USDC
2024-02-07 16:43:40,BTCUSDC,BUY,43109.00000000,0.00004000,0 BNB,1.72436000 USDC
2024-02-07 16:42:34,BTCUSDC,BUY,43119.00000000,0.00007000,0 BNB,3.01833000 USDC
2024-02-07 16:42:02,BTCUSDC,SELL,43129.40000000,0.00007000,0 BNB,3.01905800 USDC
2024-02-07 16:41:47,BTCUSDC,SELL,43097.30000000,0.00007000,0 BNB,3.01681100 USDC
2024-02-07 16:30:19,BTCUSDC,SELL,43037.10000000,0.00007000,0 BNB,3.01259700 USDC
2024-02-07 16:25:12,BTCUSDC,BUY,42994.13000000,0.00007000,0 BNB,3.00958910 USDC
2024-02-07 16:22:52,BTCUSDC,BUY,43054.24000000,0.00007000,0 BNB,3.01379680 USDC
2024-02-07 16:21:47,BTCUSDC,BUY,43086.28000000,0.00007000,0 BNB,3.01603960 USDC
2024-02-07 16:14:56,BTCUSDC,BUY,43153.79000000,0.00007000,0 BNB,3.02076530 USDC
2024-02-07 16:12:12,BTCUSDC,BUY,43154.85000000,0.00007000,0 BNB,3.02083950 USDC
2024-02-07 16:11:49,BTCUSDC,SELL,43145.40000000,0.00007000,0 BNB,3.02017800 USDC
2024-02-07 16:08:00,BTCUSDC,SELL,43105.70000000,0.00007000,0 BNB,3.01739900 USDC
2024-02-07 16:07:55,BTCUSDC,BUY,43102.29000000,0.00007000,0 BNB,3.01716030 USDC
2024-02-07 16:07:44,BTCUSDC,SELL,43093.50000000,0.00007000,0 BNB,3.01654500 USDC
2024-02-07 16:03:02,BTCUSDC,BUY,43062.62000000,0.00007000,0 BNB,3.01438340 USDC
2024-02-07 16:00:29,BTCUSDC,BUY,43050.41000000,0.00007000,0 BNB,3.01352870 USDC
2024-02-07 14:51:26,BTCUSDC,SELL,43196.60000000,0.00007000,0 BNB,3.02376200 USDC
2024-02-07 14:48:01,BTCUSDC,SELL,43188.70000000,0.00007000,0 BNB,3.02320900 USDC
2024-02-07 14:47:54,BTCUSDC,SELL,43183.10000000,0.00007000,0 BNB,3.02281700 USDC
2024-02-07 14:17:34,BTCUSDC,SELL,43166.50000000,0.00007000,0 BNB,3.02165500 USDC
2024-02-07 14:17:34,BTCUSDC,SELL,43173.00000000,0.00007000,0 BNB,3.02211000 USDC
2024-02-07 14:17:34,BTCUSDC,SELL,43174.00000000,0.00007000,0 BNB,3.02218000 USDC
2024-02-07 14:17:34,BTCUSDC,SELL,43167.80000000,0.00007000,0 BNB,3.02174600 USDC
2024-02-07 14:17:34,BTCUSDC,SELL,43173.10000000,0.00007000,0 BNB,3.02211700 USDC
2024-02-07 14:17:34,BTCUSDC,SELL,43176.00000000,0.00007000,0 BNB,3.02232000 USDC
2024-02-07 14:17:34,BTCUSDC,SELL,43173.10000000,0.00007000,0 BNB,3.02211700 USDC
2024-02-07 14:17:34,BTCUSDC,SELL,43176.70000000,0.00007000,0 BNB,3.02236900 USDC
2024-02-07 14:17:34,BTCUSDC,SELL,43175.10000000,0.00007000,0 BNB,3.02225700 USDC
2024-02-07 09:43:29,BTCUSDC,SELL,43146.40000000,0.00007000,0 BNB,3.02024800 USDC
2024-02-07 09:43:18,BTCUSDC,SELL,43114.80000000,0.00007000,0 BNB,3.01803600 USDC
2024-02-07 09:43:18,BTCUSDC,SELL,43115.90000000,0.00007000,0 BNB,3.01811300 USDC
2024-02-07 09:43:18,BTCUSDC,SELL,43114.50000000,0.00007000,0 BNB,3.01801500 USDC
2024-02-07 09:36:30,BTCUSDC,SELL,43106.00000000,0.00007000,0 BNB,3.01742000 USDC
2024-02-07 09:36:22,BTCUSDC,SELL,43094.20000000,0.00007000,0 BNB,3.01659400 USDC
2024-02-07 09:35:57,BTCUSDC,SELL,43081.20000000,0.00007000,0 BNB,3.01568400 USDC
2024-02-07 09:35:57,BTCUSDC,SELL,43081.20000000,0.00007000,0 BNB,3.01568400 USDC
2024-02-07 09:35:54,BTCUSDC,SELL,43063.60000000,0.00007000,0 BNB,3.01445200 USDC
2024-02-07 09:35:53,BTCUSDC,SELL,43059.20000000,0.00007000,0 BNB,3.01414400 USDC
2024-02-07 09:35:52,BTCUSDC,SELL,43059.00000000,0.00007000,0 BNB,3.01413000 USDC
2024-02-07 09:35:14,BTCUSDC,SELL,43037.00000000,0.00007000,0 BNB,3.01259000 USDC
2024-02-07 09:35:12,BTCUSDC,SELL,43031.00000000,0.00007000,0 BNB,3.01217000 USDC
2024-02-07 09:35:11,BTCUSDC,SELL,43030.10000000,0.00007000,0 BNB,3.01210700 USDC
2024-02-07 05:48:49,BTCUSDC,SELL,43001.80000000,0.00007000,0 BNB,3.01012600 USDC
2024-02-07 05:48:49,BTCUSDC,SELL,43001.70000000,0.00007000,0 BNB,3.01011900 USDC
2024-02-07 05:20:13,BTCUSDC,SELL,42973.80000000,0.00007000,0 BNB,3.00816600 USDC
2024-02-07 05:20:13,BTCUSDC,SELL,42974.00000000,0.00007000,0 BNB,3.00818000 USDC
2024-02-07 05:20:13,BTCUSDC,SELL,42974.20000000,0.00007000,0 BNB,3.00819400 USDC
2024-02-07 05:12:21,BTCUSDC,SELL,42945.00000000,0.00007000,0 BNB,3.00615000 USDC
2024-02-07 05:10:42,BTCUSDC,SELL,42941.90000000,0.00007000,0 BNB,3.00593300 USDC
2024-02-07 05:01:44,BTCUSDC,SELL,42922.90000000,0.00007000,0 BNB,3.00460300 USDC
2024-02-07 04:36:33,BTCUSDC,SELL,42908.00000000,0.00007000,0 BNB,3.00356000 USDC
2024-02-07 04:36:12,BTCUSDC,SELL,42902.90000000,0.00007000,0 BNB,3.00320300 USDC
2024-02-07 04:35:52,BTCUSDC,SELL,42893.10000000,0.00007000,0 BNB,3.00251700 USDC
2024-02-07 04:35:49,BTCUSDC,SELL,42889.80000000,0.00007000,0 BNB,3.00228600 USDC
2024-02-07 04:10:08,BTCUSDC,BUY,42846.94000000,0.00007000,0 BNB,2.99928580 USDC
2024-02-07 04:05:21,BTCUSDC,SELL,42862.90000000,0.00007000,0 BNB,3.00040300 USDC
2024-02-07 03:52:28,BTCUSDC,BUY,42820.10000000,0.00007000,0 BNB,2.99740700 USDC
2024-02-07 03:48:49,BTCUSDC,BUY,42850.26000000,0.00007000,0 BNB,2.99951820 USDC
2024-02-07 03:43:54,BTCUSDC,BUY,42860.00000000,0.00007000,0 BNB,3.00020000 USDC
2024-02-07 03:42:11,BTCUSDC,BUY,42865.18000000,0.00007000,0 BNB,3.00056260 USDC
2024-02-07 03:41:07,BTCUSDC,BUY,42879.99000000,0.00007000,0 BNB,3.00159930 USDC
2024-02-07 03:40:02,BTCUSDC,BUY,42930.87000000,0.00007000,0 BNB,3.00516090 USDC
2024-02-07 03:38:17,BTCUSDC,BUY,42931.04000000,0.00007000,0 BNB,3.00517280 USDC
2024-02-07 03:34:00,BTCUSDC,BUY,42931.30000000,0.00007000,0 BNB,3.00519100 USDC
2024-02-07 03:32:56,BTCUSDC,BUY,42902.12000000,0.00007000,0 BNB,3.00314840 USDC
2024-02-07 03:31:51,BTCUSDC,BUY,42899.00000000,0.00007000,0 BNB,3.00293000 USDC
2024-02-07 03:30:46,BTCUSDC,BUY,42958.74000000,0.00007000,0 BNB,3.00711180 USDC
2024-02-07 03:29:03,BTCUSDC,BUY,42958.82000000,0.00007000,0 BNB,3.00711740 USDC
2024-02-07 03:26:40,BTCUSDC,BUY,43015.94000000,0.00007000,0 BNB,3.01111580 USDC
2024-02-07 03:17:55,BTCUSDC,BUY,42987.15000000,0.00007000,0 BNB,3.00910050 USDC
2024-02-07 03:14:55,BTCUSDC,BUY,42988.02000000,0.00007000,0 BNB,3.00916140 USDC
2024-02-07 03:13:50,BTCUSDC,BUY,43016.22000000,0.00007000,0 BNB,3.01113540 USDC
2024-02-07 03:10:13,BTCUSDC,BUY,43020.61000000,0.00007000,0 BNB,3.01144270 USDC
2024-02-07 03:06:34,BTCUSDC,BUY,42993.99000000,0.00007000,0 BNB,3.00957930 USDC
2024-02-07 03:05:28,BTCUSDC,BUY,43071.76000000,0.00007000,0 BNB,3.01502320 USDC
2024-02-07 02:50:19,BTCUSDC,BUY,43072.78000000,0.00007000,0 BNB,3.01509460 USDC
2024-02-07 02:49:30,BTCUSDC,SELL,43060.50000000,0.00007000,0 BNB,3.01423500 USDC
2024-02-07 02:40:18,BTCUSDC,BUY,43017.50000000,0.00007000,0 BNB,3.01122500 USDC
2024-02-07 02:39:14,BTCUSDC,BUY,43038.12000000,0.00007000,0 BNB,3.01266840 USDC
2024-02-07 02:38:07,BTCUSDC,BUY,43038.13000000,0.00007000,0 BNB,3.01266910 USDC
2024-02-07 02:01:18,BTCUSDC,BUY,43051.12000000,0.00007000,0 BNB,3.01357840 USDC
2024-02-07 01:58:56,BTCUSDC,BUY,43062.89000000,0.00007000,0 BNB,3.01440230 USDC
2024-02-07 01:56:33,BTCUSDC,BUY,43071.44000000,0.00007000,0 BNB,3.01500080 USDC
2024-02-07 01:52:17,BTCUSDC,BUY,43103.34000000,0.00007000,0 BNB,3.01723380 USDC
2024-02-07 01:51:13,BTCUSDC,BUY,43123.39000000,0.00007000,0 BNB,3.01863730 USDC
2024-02-07 01:50:06,BTCUSDC,BUY,43132.01000000,0.00007000,0 BNB,3.01924070 USDC
2024-02-07 01:45:47,BTCUSDC,BUY,43132.84000000,0.00007000,0 BNB,3.01929880 USDC
2024-02-07 01:40:51,BTCUSDC,BUY,43133.52000000,0.00007000,0 BNB,3.01934640 USDC
2024-02-07 01:27:01,BTCUSDC,BUY,43130.90000000,0.00007000,0 BNB,3.01916300 USDC
2024-02-07 01:24:01,BTCUSDC,BUY,43129.90000000,0.00007000,0 BNB,3.01909300 USDC
